links,terms,snippets,question 1,response 1,response confidence 1,question 2,response 2,response confidence 2,res
https://news.google.com/__i/rss/rd/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZXZlbnQtZmViMjMtMS42MzYxODQ30gEA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau is revoking the use of the Emergencies Act, the powerful legislative tool that was deployed in response to protests and blockades that erupted in Ottawa and at border crossings over recent weeks. ""The situation is no longer an emergency,"" Trudeau told a news conference. ""We are confident that existing laws and bylaws are now sufficient to keep people safe."" The Governor General signed off on the revocation on Wednesday afternoon, which formally ended the state of emergency. MPs in the House of Commons voted to affirm use of the act on Monday. The Senate was in","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,95.6% 4.4% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZXZlbnQtZmViMjMtMS42MzYxODQ30gEA?oc=5,Jagmeet Singh,"it will continue with its challenge. ""Even though the orders are no longer in force, Canadians are left with the precedent that the government's actions have set,"" the CCLA said in a statement. The NDP, which threw its support behind the motion and ensured its adoption under the minority government, welcomed Trudeau's decision to revoke. ""We said from the beginning that it should be revoked as soon as it was no longer needed. We're glad to see that has been done,"" NDP Leader Jagmeet Singh said in a statement. WATCH | NDP MP says party was reluctant to support act","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,92.5% 7.5% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9oZWFsdGgtY2FyZS1ob3ctd2UtZ290LWhlcmUtZml4LWJyb2tlbi1jcmFja3MtYmlsbGlvbnMtY2FuYWRpYW4tZHVjbG9zLTEuNjY5MTE5NtIBAA?oc=5,Justin Trudeau,"and sparked demands for everything from billions more in federal funding to more privatization. All the while, the price of Canadian health care is edging close to the highest per person of the 38 democratic countries in the Organization for Economic Co-operation and Development. On Tuesday , Prime Minister Justin Trudeau told CBC: ""There's no point putting more money in a broken system. If I were to send people all the money they need in the provinces, there is no guarantee that … folks would be waiting less time in the hospitals."" Cash demands Trudeau was responding to the ongoing","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,99.8% 0.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jb3JvbmF2aXJ1cy1uZXdzbGV0dGVyLTIwMjItZmViLTItMS42MzM3MTE50gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjYzMzcxMTk?oc=5,Pierre Poilievre,"- something the party blames on what it calls the federal government's reckless spending during the pandemic. ""The inflation in house prices followed the government printing about $400 billion of new cash, dumping it into the financial system, much of which was lent out in mortgages,"" Conservative finance critic Pierre Poilievre told CBC News. ""More dollars chasing fewer goods means inflation, and in this case, housing inflation."" But many housing experts point out that Canadian housing prices have been rising steadily for more than 20 years now, far predating the recent spike in inflation. ""These issues have predated our conversations","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NoYXJlc3QtbGVhZGVyc2hpcC1hbm5vdW5jZW1lbnQtMS42Mzc2MzY30gEA?oc=5,Pierre Poilievre,"caucus in Ottawa last week, he was received favourably and has managed to secure a lot of support within the party. Asked if she would be playing a formal role in Charest's campaign, Kheiriddin would not comment, adding she did not want to ""scoop anything"" the campaign might announce. Pierre Poilievre first out of the gate Charest is not yet an official candidate in the race to become leader of the Conservatives. Kheiriddin said she ""doesn't think that his candidacy is a big secret."" But the official launch of Charest's candidacy seems imminent. After meeting with MPs and senators in","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,94.4% 5.6% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NoYXJlc3QtbGVhZGVyc2hpcC1hbm5vdW5jZW1lbnQtMS42Mzc2MzY30gEA?oc=5,Pierre Poilievre,"candidate in the race to become leader of the Conservatives. Kheiriddin said she ""doesn't think that his candidacy is a big secret."" But the official launch of Charest's candidacy seems imminent. After meeting with MPs and senators in Ottawa last week, Charest has strategic meetings scheduled for this week. Pierre Poilievre, the Conservative MP for Carleton, was the first candidate to formally announce a run. Conservative MP Leslyn Lewis announce Tuesday that she's taking her second run at the leadership. Prospective candidates have until June 3 to enter the race. The party will declare its new leader on September 10.","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dy5jYmMuY2EvbmV3cy9jYW5hZGEvbm92YS1zY290aWEvcmNtcC1jb21taXNzaW9uZXItZm9ybWVyLXRvcC1uLXMtbW91bnRpZS10by10ZXN0aWZ5LWF0LXB1YmxpYy1pbnF1aXJ5LXRoaXMtd2Vlay0xLjY1NTY3OTTSAQA?oc=5,Justin Trudeau,"""had promised the minister of Public Safety and the Prime Minister's Office that the RCMP, [we] would release this information."" Bill Blair, who was public safety minister at the time, has denied ever asking Lucki to pressure the RCMP to make the information about the guns public. Prime Minister Justin Trudeau has said the government did not put any ""undue"" pressure on the RCMP. Others on the April 28 call, including former Nova Scotia RCMP communications director Lia Scanlan, have backed up Campbell's recollection of Lucki bringing up political promises to release the gun information. But Lucki told the House","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXdmb3VuZGxhbmQtbGFicmFkb3Ivbmwtb2lsLWdhcy1lbWlzc2lvbnMtcGxhbi0xLjY0MDI2MDjSAQA?oc=5,Justin Trudeau,"Officials in Newfoundland and Labrador's oil and gas industry say the federal government's plan to dramatically curb greenhouse gas emissions by 2030 is an ambitious one, but the sector still has a future in the province. The federal plan, announced by Prime Minister Justin Trudeau on Tuesday, leans heavily on cuts to the electricity, oil and gas and transportation sectors in the hopes of cutting emissions by at least 40 per cent by 2030. The plan also includes nearly $2 billion for so-called ""futures funds"" in Alberta, Saskatchewan, and Newfoundland and Labrador to ""help workers across sectors upgrade or gain","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.3% 0.7% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3BvcGUtYmVuZWRpY3QtZGVhZC05NS0xLjY2OTkxOTPSAQA?oc=5,Justin Trudeau,"to may participate in a private capacity."" Italian Prime Minister Giorgia Meloni called the former pope a ""giant of faith and reason"" that history will never forget. 'Humble pastor' and 'wise theologian' ""[Benedict] was an accomplished theologian and scholar, and he was an inspiration to millions,"" Canadian Prime Minister Justin Trudeau said in a tweet on Saturday. German Chancellor Olaf Scholz said ""the world is losing a formative figure of the Catholic Church, a combative personality and a wise theologian."" The governor of Benedict XVI's native German region said that ""we are mourning our Bavarian pope."" Bavarian governor Markus Soder","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,96.4% 3.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXdmb3VuZGxhbmQtbGFicmFkb3IvcG9ydC1hdS1wb3J0LXdvcmxkLWVuZXJneS1jb25jZXJucy0xLjY2ODgyMTDSAQA?oc=5,Justin Trudeau,"the project gets off the ground. Those assessments will take until at least next fall, according to a company spokesperson, meaning final government approval of the project is still months away. But several residents with concerns about the project say they've already lost faith in the process. Prime Minister Justin Trudeau and German Chancellor Olaf Scholz travelled to Stephenville and met with Risley and other directors in August, just a few weeks after World Energy's plans were made public. The company is also already recruiting for a new technician training program in Stephenville. ""It seems to me that we'd reached","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9xLWEtcmVuZXdhYmxlcy11a3JhaW5lLWNyaXNpcy1mb3NzaWwtZnVlbC1kZXBlbmRlbmN5LXJ1c3NpYS0xLjYzODg2MjPSAQA?oc=5,Justin Trudeau,"same lobby power within government. So I think it's a question of what governments are listening to and who they're listening to. The Council of Canadians has a big campaign for a just transition away from fossil fuels. Three years ago, before all this current conflict started, [Prime Minister] Justin Trudeau and federal government promised that they would give a just transition act and that would be a piece of legislation that would guide Canada's move away from the fossil fuel industry toward efficiency, toward renewables. We're still waiting on that. We've been working really hard for the last year","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,99.9% 0.1% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtY29uY2VybmVkLWxvdy12YWNjaW5hdGlvbi1yYXRlcy1raWRzLTEuNjMyMDUwMNIBAA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau today welcomed Health Canada's approval of an antiviral treatment that could keep high-risk COVID-19 patients out of hospital - while also warning that the Pfizer therapeutic is no substitute for vaccination. Speaking to reporters on Parliament Hill, Trudeau said Pfizer's Paxlovid - which will be available to a limited number of adults starting this week and next - is a ""useful tool in the toolkit"" but it won't make up for the sagging vaccination rate among children. To start, Paxlovid will be available only to adults 18 years and older, meaning the best line of defence","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,94.9% 5.1% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3VrcmFpbmlhbnMtb24td2F5LXJlc2V0dGxlbWVudC1vcmdhbml6YXRpb25zLW1vcmUtc3VwcG9ydC0xLjYzODE4MDbSAQA?oc=5,Justin Trudeau,"With Ukrainians expected to arrive in Canada in the coming weeks, Saskatchewan refugee and resettlement organizations are already preparing. Prime Minister Justin Trudeau announced Thursday during a news conference in Warsaw, Poland, that Canada would be allocating $117 million to expedite immigration applications from Ukrainians displaced by the ongoing Russian invasion. It remains unclear how many will make their way to Saskatchewan. The federal government said that since Jan. 1, more than 7,400 Ukrainians have arrived in Canada, but it's not known how many will ultimately flee or where they will choose to settle. ""People are already on their way","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,74.7% 25.3% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2d1bi1wcm9tb3Rpb24tY2FuYWRpYW4tY29hbGl0aW9uLWZpcmVhcm0tcmlnaHRzLTEuNjY3Mjg3MNIBAA?oc=5,Justin Trudeau,"have denounced the move as an attack on law-abiding, licensed gun owners. The coalition said this week the government's ultimate goal is to ban all civilian ownership of firearms in Canada. WATCH | Ottawa moves to expand banned weapons list: Asked about the coalition's merchandise promotion Friday, Prime Minister Justin Trudeau underscored his government's gun-control plans. ""Unfortunately, we see the gun lobby working with the Conservative Party of Canada to spread misinformation, to use fear, to sow division by trying to mislead Canadians,"" Trudeau said at an event in British Columbia. ""While we will always respect the rights of law-abiding","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,72.3% 27.7% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",negative neutral positive,72.2% 27.8% 0%,neg
